row_id,character,unicode_codepoint,standard_rank,original_structure,original_decomposition,original_components,proposed_structure,proposed_decomposition,proposed_components,radical,fill_rule,evidence_layer,authority_boundary,confidence,blocker,review_status,cnbe_write_status,database_rebuild_status,zdic_url
8105_full_6570,芣,U+82A3,6570,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8A%A3
8105_full_6572,苉,U+82C9,6572,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8B%89
8105_full_6575,芠,U+82A0,6575,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8A%A0
8105_full_6576,𫇭,U+2B1ED,6576,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%87%AD
8105_full_6578,杕,U+6755,6578,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%9D%95
8105_full_6579,杙,U+6759,6579,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%9D%99
8105_full_6580,杄,U+6744,6580,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%9D%84
8105_full_6581,杧,U+6767,6581,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%9D%A7
8105_full_6583,尪,U+5C2A,6583,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B0%AA
8105_full_6585,轪,U+8F6A,6585,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%BD%AA
8105_full_6586,𫐄,U+2B404,6586,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%90%84
8105_full_6588,芈,U+8288,6588,镶嵌,⿻羋?,羋,镶嵌,⿻羋?,羋,羋,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8A%88
8105_full_6589,旴,U+65F4,6589,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%97%B4
8105_full_6590,旵,U+65F5,6590,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%97%B5
8105_full_6592,㕮,U+356E,6592,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E3%95%AE
8105_full_6594,𫵷,U+2BD77,6594,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%B5%B7
8105_full_6595,岠,U+5CA0,6595,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B2%A0
8105_full_6597,呇,U+5447,6597,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%91%87
8105_full_6599,觃,U+89C3,6599,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%A7%83
8105_full_6602,㑇,U+3447,6602,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E3%91%87
8105_full_6603,伭,U+4F2D,6603,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BC%AD
8105_full_6604,佖,U+4F56,6604,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BD%96
8105_full_6606,佁,U+4F41,6606,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BD%81
8105_full_6607,飏,U+98CF,6607,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%A3%8F
8105_full_6611,汫,U+6C6B,6611,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%B1%AB
8105_full_6612,𣲘,U+23C98,6612,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%A3%B2%98
8105_full_6613,𣲗,U+23C97,6613,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%A3%B2%97
8105_full_6614,沄,U+6C84,6614,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%B2%84
8105_full_6615,沘,U+6C98,6615,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%B2%98
8105_full_6616,𬇙,U+2C1D9,6616,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%87%99
8105_full_6617,汭,U+6C6D,6617,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%B1%AD
8105_full_6618,㳇,U+3CC7,6618,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E3%B3%87
8105_full_6621,忳,U+5FF3,6621,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%BF%B3
8105_full_6622,忺,U+5FFA,6622,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%BF%BA
8105_full_6623,𬣡,U+2C8E1,6623,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%A3%A1
8105_full_6624,祃,U+7943,6624,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%A5%83
8105_full_6625,诇,U+8BC7,6625,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%AF%87
8105_full_6626,邲,U+90B2,6626,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%82%B2
8105_full_6628,诐,U+8BD0,6628,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%AF%90
8105_full_6630,𫸩,U+2BE29,6630,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%B8%A9
8105_full_6631,岊,U+5C8A,6631,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B2%8A
8105_full_6633,䢺,U+48BA,6633,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%A2%BA
8105_full_6635,妧,U+59A7,6635,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A6%A7
8105_full_6636,妘,U+5998,6636,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A6%98
8105_full_6637,𨚕,U+28695,6637,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%A8%9A%95
8105_full_6638,纮,U+7EAE,6638,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%BA%AE
8105_full_6639,驲,U+9A72,6639,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%A9%B2
8105_full_6640,𫘜,U+2B61C,6640,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%98%9C
8105_full_6641,纻,U+7EBB,6641,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%BA%BB
8105_full_6642,𬘘,U+2C618,6642,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%98%98
8105_full_6643,𫘝,U+2B61D,6643,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%98%9D
8105_full_6644,纼,U+7EBC,6644,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%BA%BC
8105_full_6645,玤,U+73A4,6645,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%8E%A4
8105_full_6646,玞,U+739E,6646,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%8E%9E
8105_full_6647,玱,U+73B1,6647,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%8E%B1
8105_full_6649,邽,U+90BD,6649,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%82%BD
8105_full_6650,邿,U+90BF,6650,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%82%BF
8105_full_6651,坥,U+5765,6651,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%9D%A5
8105_full_6652,坰,U+5770,6652,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%9D%B0
8105_full_6653,坬,U+576C,6653,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%9D%AC
8105_full_6654,坽,U+577D,6654,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%9D%BD
8105_full_6655,弆,U+5F06,6655,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%BC%86
8105_full_6657,䢼,U+48BC,6657,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%A2%BC
8105_full_6658,𦭜,U+26B5C,6658,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%A6%AD%9C
8105_full_6659,茋,U+830B,6659,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8C%8B
8105_full_6661,苾,U+82FE,6661,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8B%BE
8105_full_6663,枅,U+6785,6663,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%9E%85
8105_full_6664,㭎,U+3B4E,6664,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E3%AD%8E
8105_full_6666,枍,U+678D,6666,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%9E%8D
8105_full_6667,矼,U+77FC,6667,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%9F%BC
8105_full_6669,匼,U+533C,6669,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8C%BC
8105_full_6670,𬨂,U+2CA02,6670,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%A8%82
8105_full_6671,𬀩,U+2C029,6671,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%80%A9
8105_full_6672,𬀪,U+2C02A,6672,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%80%AA
8105_full_6673,旿,U+65FF,6673,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%97%BF
8105_full_6675,昄,U+6604,6675,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%98%84
8105_full_6676,昒,U+6612,6676,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%98%92
8105_full_6677,昈,U+6608,6677,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%98%88
8105_full_6678,咉,U+5489,6678,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%92%89
