row_id,character,unicode_codepoint,standard_rank,original_structure,original_decomposition,original_components,proposed_structure,proposed_decomposition,proposed_components,radical,fill_rule,evidence_layer,authority_boundary,confidence,blocker,review_status,cnbe_write_status,database_rebuild_status,zdic_url
8105_full_7084,𨺙,U+28E99,7084,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%A8%BA%99
8105_full_7087,砮,U+782E,7087,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%A0%AE
8105_full_7088,㛚,U+36DA,7088,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E3%9B%9A
8105_full_7090,翀,U+7FC0,7090,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%BF%80
8105_full_7091,翂,U+7FC2,7091,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%BF%82
8105_full_7092,剟,U+525F,7092,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%89%9F
8105_full_7093,𬳿,U+2CCFF,7093,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%B3%BF
8105_full_7094,𫄨,U+2B128,7094,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%84%A8
8105_full_7095,绤,U+7EE4,7095,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%BB%A4
8105_full_7096,骍,U+9A8D,7096,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%AA%8D
8105_full_7097,𬘫,U+2C62B,7097,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%98%AB
8105_full_7098,䂮,U+40AE,7098,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%82%AE
8105_full_7099,琎,U+740E,7099,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%90%8E
8105_full_7100,珸,U+73F8,7100,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%8F%B8
8105_full_7101,珵,U+73F5,7101,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%8F%B5
8105_full_7102,琄,U+7404,7102,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%90%84
8105_full_7103,琈,U+7408,7103,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%90%88
8105_full_7104,琀,U+7400,7104,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%90%80
8105_full_7105,珺,U+73FA,7105,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%8F%BA
8105_full_7107,堎,U+580E,7107,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A0%8E
8105_full_7108,堐,U+5810,7108,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A0%90
8105_full_7111,埫,U+57EB,7111,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%9F%AB
8105_full_7112,堌,U+580C,7112,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A0%8C
8105_full_7113,晢,U+6662,7113,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%99%A2
8105_full_7114,𫮃,U+2BB83,7114,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%AE%83
8105_full_7115,掞,U+639E,7115,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%8E%9E
8105_full_7116,埪,U+57EA,7116,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%9F%AA
8105_full_7117,壸,U+58F8,7117,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A3%B8
8105_full_7118,㙍,U+364D,7118,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E3%99%8D
8105_full_7121,萚,U+841A,7121,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%90%9A
8105_full_7124,䓫,U+44EB,7124,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%93%AB
8105_full_7125,勚,U+52DA,7125,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8B%9A
8105_full_7126,䓬,U+44EC,7126,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%93%AC
8105_full_7128,菂,U+83C2,7128,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8F%82
8105_full_7129,菍,U+83CD,7129,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8F%8D
8105_full_7130,菼,U+83FC,7130,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8F%BC
8105_full_7131,萣,U+8423,7131,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%90%A3
8105_full_7132,䓨,U+44E8,7132,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%93%A8
8105_full_7133,菉,U+83C9,7133,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8F%89
8105_full_7134,䓛,U+44DB,7134,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%93%9B
8105_full_7136,梽,U+68BD,7136,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%A2%BD
8105_full_7139,桯,U+686F,7139,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%A1%AF
8105_full_7141,梌,U+688C,7141,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%A2%8C
8105_full_7142,桹,U+6879,7142,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%A1%B9
8105_full_7143,敔,U+6554,7143,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%95%94
8105_full_7145,硔,U+7854,7145,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%A1%94
8105_full_7146,鿎,U+9FCE,7146,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%BF%8E
8105_full_7148,硚,U+785A,7148,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%A1%9A
8105_full_7149,硊,U+784A,7149,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%A1%8A
8105_full_7150,硍,U+784D,7150,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%A1%8D
8105_full_7151,勔,U+52D4,7151,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8B%94
8105_full_7152,䴕,U+4D15,7152,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%B4%95
8105_full_7153,龁,U+9F81,7153,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%BE%81
8105_full_7154,逴,U+9034,7154,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%80%B4
8105_full_7157,翈,U+7FC8,7157,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%BF%88
8105_full_7158,㫰,U+3AF0,7158,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E3%AB%B0
8105_full_7159,晙,U+6659,7159,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%99%99
8105_full_7160,畤,U+7564,7160,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%95%A4
8105_full_7161,𬱖,U+2CC56,7161,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%B1%96
8105_full_7164,蛃,U+86C3,7164,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%9B%83
8105_full_7165,蚲,U+86B2,7165,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%9A%B2
8105_full_7166,𬟽,U+2C7FD,7166,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AC%9F%BD
8105_full_7169,䎃,U+4383,7169,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%8E%83
8105_full_7171,崟,U+5D1F,7171,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B4%9F
8105_full_7174,崌,U+5D0C,7174,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B4%8C
8105_full_7175,崡,U+5D21,7175,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B4%A1
8105_full_7176,铏,U+94CF,7176,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%93%8F
8105_full_7177,𫓯,U+2B4EF,7177,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%93%AF
8105_full_7178,𫟹,U+2B7F9,7178,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%9F%B9
8105_full_7180,𫟼,U+2B7FC,7180,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%F0%AB%9F%BC
8105_full_7183,铚,U+94DA,7183,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%93%9A
8105_full_7187,牻,U+727B,7187,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%89%BB
8105_full_7191,笯,U+7B2F,7191,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%AC%AF
8105_full_7192,偰,U+5070,7192,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%81%B0
8105_full_7193,偡,U+5061,7193,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%81%A1
8105_full_7195,偭,U+506D,7195,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%81%AD
8105_full_7196,偲,U+5072,7196,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%81%B2
8105_full_7197,偁,U+5041,7197,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%81%81
8105_full_7198,㿠,U+3FE0,7198,,,,,,,,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E3%BF%A0
