char,unicode,standard_rank,status,current_cnbe,current_cnbe_hex,proposed_cnbe,proposed_cnbe_hex,current_radix,proposed_radix,current_radix_name,proposed_radix_name,current_strokes,proposed_strokes,current_struct_type,proposed_struct_type,current_struct_name,proposed_struct_name,index_preserved,human_decision_id,target_dataset,source_table_write_status,database_rebuild_status
女,U+5973,67,COPIED_DATASET_PATCH_APPLIED,2526230320,0x96933730,639121200,0x26183730,150,38,谷,女,18,3,6,0,top-right-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
刃,U+5203,68,COPIED_DATASET_PATCH_APPLIED,2888319024,0xAC284030,303579184,0x12184030,172,18,隹,刀,5,3,0,0,single,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
习,U+4E60,70,COPIED_DATASET_PATCH_APPLIED,1629652480,0x61228600,253232640,0x0F180600,97,15,瓜,冫,4,3,5,0,top-left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
叉,U+53C9,71,COPIED_DATASET_PATCH_APPLIED,3335412880,0xC6CE5C90,488135824,0x1D185C90,198,29,鹿,又,25,3,12,0,triangle,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
马,U+9A6C,72,COPIED_DATASET_PATCH_APPLIED,1529235136,0x5B2646C0,3138930368,0xBB1846C0,91,187,片,马,4,3,12,0,triangle,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
乡,U+4E61,73,COPIED_DATASET_PATCH_APPLIED,1646986768,0x622B0610,873989648,0x34180610,98,52,瓦,幺,5,3,6,0,top-right-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
丰,U+4E30,74,COPIED_DATASET_PATCH_APPLIED,831816448,0x31948300,35652352,0x02200300,49,2,己,丨,18,4,9,0,bottom-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
王,U+738B,75,COPIED_DATASET_PATCH_APPLIED,3289536688,0xC41258B0,1595955376,0x5F2058B0,196,95,鳥,王,2,4,4,0,up-mid-down,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
开,U+5F00,76,COPIED_DATASET_PATCH_APPLIED,1231884288,0x496D1000,924848128,0x37201000,73,55,曰,廾,13,4,10,0,left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
井,U+4E95,77,COPIED_DATASET_PATCH_APPLIED,2530412880,0x96D30950,119540048,0x07200950,150,7,谷,二,26,4,6,0,top-right-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
天,U+5929,78,COPIED_DATASET_PATCH_APPLIED,1278554768,0x4C353290,622867088,0x25203290,76,37,欠,大,6,4,10,0,left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
夫,U+592B,79,COPIED_DATASET_PATCH_APPLIED,1313223344,0x4E4632B0,622867120,0x252032B0,78,37,歹,大,8,4,12,0,triangle,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
元,U+5143,80,COPIED_DATASET_PATCH_APPLIED,3270620208,0xC2F1B430,169915440,0x0A20B430,194,10,鬼,儿,30,4,3,1,up-down,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
无,U+65E0,81,COPIED_DATASET_PATCH_APPLIED,2033286656,0x79317E00,1193311744,0x47207E00,121,71,缶,无,6,4,2,0,left-mid-right,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
云,U+4E91,82,COPIED_DATASET_PATCH_APPLIED,2461075728,0x92B10910,119539984,0x07200910,146,7,西,二,22,4,2,0,left-mid-right,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
专,U+4E13,83,COPIED_DATASET_PATCH_APPLIED,346226992,0x14A30130,18874672,0x01200130,20,1,勹,一,20,4,6,0,top-right-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
丐,U+4E10,84,COPIED_DATASET_PATCH_APPLIED,294224128,0x11898100,18874624,0x01200100,17,1,凵,一,17,4,3,0,up-down,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
扎,U+624E,85,COPIED_DATASET_PATCH_APPLIED,1068877024,0x3FB5C4E0,1075954912,0x4021C4E0,63,64,戶,扌,22,4,11,3,full-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
艺,U+827A,86,COPIED_DATASET_PATCH_APPLIED,2808268704,0xA762C7A0,2350958496,0x8C20C7A0,167,140,金,艹,12,4,5,1,top-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
木,U+6728,87,COPIED_DATASET_PATCH_APPLIED,365073024,0x15C29280,1260393088,0x4B201280,21,75,匕,木,24,4,5,0,top-left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
五,U+4E94,88,COPIED_DATASET_PATCH_APPLIED,2513078592,0x95CA8940,119540032,0x07200940,149,7,言,二,25,4,5,0,top-left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
支,U+652F,89,COPIED_DATASET_PATCH_APPLIED,2658923248,0x9E7BF2F0,1092678384,0x4120F2F0,158,65,身,支,15,4,7,1,bottom-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
厅,U+5385,90,COPIED_DATASET_PATCH_APPLIED,2191317072,0x829CD850,455268432,0x1B22D850,130,27,肉,厂,19,4,9,5,bottom-wrap,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
不,U+4E0D,91,COPIED_DATASET_PATCH_APPLIED,242221264,0x0E7000D0,18874576,0x012000D0,14,1,冖,一,14,4,0,0,single,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
犬,U+72AC,92,COPIED_DATASET_PATCH_APPLIED,3151579840,0xBBD94AC0,1579174592,0x5E204AC0,187,94,馬,犬,27,4,2,0,left-mid-right,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
太,U+592A,93,COPIED_DATASET_PATCH_APPLIED,1295889056,0x4D3DB2A0,622867104,0x252032A0,77,37,止,大,7,4,11,0,full-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
区,U+533A,94,COPIED_DATASET_PATCH_APPLIED,926307232,0x373653A0,388223904,0x1723D3A0,55,23,廾,匸,6,4,12,7,triangle,左三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
历,U+5386,95,COPIED_DATASET_PATCH_APPLIED,2208651360,0x83A55860,455268448,0x1B22D860,131,27,臣,厂,20,4,10,5,left-wrap,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
歹,U+6B79,96,COPIED_DATASET_PATCH_APPLIED,946526096,0x386AD790,1310742416,0x4E205790,56,78,弋,歹,13,4,5,0,top-left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
友,U+53CB,97,COPIED_DATASET_PATCH_APPLIED,3369655472,0xC8D8DCB0,488823984,0x1D22DCB0,200,29,麻,又,27,4,1,5,left-right,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
尤,U+5C24,98,COPIED_DATASET_PATCH_APPLIED,3318440512,0xC5CB6240,723542592,0x2B206240,197,43,鹵,尢,25,4,6,0,top-right-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
匹,U+5339,99,COPIED_DATASET_PATCH_APPLIED,908972944,0x362DD390,388223888,0x1723D390,54,23,廴,匸,5,4,11,7,full-wrap,左三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
车,U+8F66,100,COPIED_DATASET_PATCH_APPLIED,857577056,0x331D9660,2669680224,0x9F201660,51,159,干,车,3,4,11,0,full-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
巨,U+5DE8,101,COPIED_DATASET_PATCH_APPLIED,123862656,0x0761FE80,371228288,0x16207E80,7,22,二,匚,12,4,3,0,up-down,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
牙,U+7259,102,COPIED_DATASET_PATCH_APPLIED,1748321680,0x68354590,1545618832,0x5C204590,104,92,疒,牙,6,4,10,0,left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
屯,U+5C6F,103,COPIED_DATASET_PATCH_APPLIED,976873200,0x3A39E6F0,757098224,0x2D2066F0,58,45,彐,屮,7,4,3,0,up-down,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
戈,U+6208,104,COPIED_DATASET_PATCH_APPLIED,3480436864,0xCF734080,1042301056,0x3E204080,207,62,鼓,戈,14,4,6,0,top-right-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
比,U+6BD4,105,COPIED_DATASET_PATCH_APPLIED,2472205632,0x935ADD40,1361173824,0x5121DD40,147,81,見,比,11,4,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
互,U+4E92,106,COPIED_DATASET_PATCH_APPLIED,2478410016,0x93B98920,119540000,0x07200920,147,7,見,二,23,4,3,0,up-down,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
切,U+5207,107,COPIED_DATASET_PATCH_APPLIED,2957656176,0xB04A4070,304201840,0x1221C070,176,18,面,刀,9,4,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
瓦,U+74E6,108,COPIED_DATASET_PATCH_APPLIED,1933602400,0x73406E60,1646292576,0x62206E60,115,98,禾,瓦,8,4,0,0,single,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
止,U+6B62,109,COPIED_DATASET_PATCH_APPLIED,564942368,0x21AC5620,1293964832,0x4D205620,33,77,士,止,21,4,8,0,top-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
少,U+5C11,110,COPIED_DATASET_PATCH_APPLIED,2989515024,0xB2306110,706765072,0x2A206110,178,42,韋,小,6,4,0,0,single,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
曰,U+66F0,111,COPIED_DATASET_PATCH_APPLIED,3018886912,0xB3F08F00,1226837760,0x49200F00,179,73,韭,曰,30,4,1,0,left-right,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
日,U+65E5,112,COPIED_DATASET_PATCH_APPLIED,2119958096,0x7E5BFE50,1210089040,0x48207E50,126,72,而,日,11,4,7,0,bottom-left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
中,U+4E2D,113,COPIED_DATASET_PATCH_APPLIED,779813584,0x2E7B02D0,35652304,0x022002D0,46,2,山,丨,15,4,6,0,top-right-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
贝,U+8D1D,114,COPIED_DATASET_PATCH_APPLIED,1815998928,0x6C3DF1D0,2585817552,0x9A2071D0,108,154,皿,贝,7,4,11,0,full-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
冈,U+5188,115,COPIED_DATASET_PATCH_APPLIED,825473152,0x3133B880,220510336,0x0D24B880,49,13,己,冂,6,4,7,9,bottom-left-wrap,上三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
内,U+5185,116,COPIED_DATASET_PATCH_APPLIED,773470288,0x2E1A3850,186660944,0x0B203850,46,11,山,入,3,4,4,0,up-mid-down,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
水,U+6C34,117,COPIED_DATASET_PATCH_APPLIED,494232384,0x1D756340,1428185920,0x55206340,29,85,又,水,14,4,10,0,left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
见,U+89C1,118,COPIED_DATASET_PATCH_APPLIED,1753005072,0x687CBC10,2468363280,0x93203C10,104,147,疒,见,15,4,9,0,bottom-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
午,U+5348,119,COPIED_DATASET_PATCH_APPLIED,1168135296,0x45A05480,404771968,0x18205480,69,24,斤,十,20,4,0,0,single,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
牛,U+725B,120,COPIED_DATASET_PATCH_APPLIED,1782990256,0x6A4645B0,1562396080,0x5D2045B0,106,93,白,牛,8,4,12,0,triangle,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
手,U+624B,121,COPIED_DATASET_PATCH_APPLIED,1016874160,0x3C9C44B0,1075856560,0x402044B0,60,64,彳,手,19,4,8,0,top-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
气,U+6C14,122,COPIED_DATASET_PATCH_APPLIED,3546964288,0xD36A6140,1411408192,0x54206140,211,84,齒,气,13,4,4,0,up-mid-down,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
毛,U+6BDB,123,COPIED_DATASET_PATCH_APPLIED,2593545648,0x9A965DB0,1377852848,0x52205DB0,154,82,貝,毛,18,4,12,0,triangle,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
壬,U+58EC,124,COPIED_DATASET_PATCH_APPLIED,255372992,0x0F38AEC0,555757248,0x21202EC0,15,33,冫,士,7,4,1,0,left-right,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
升,U+5347,125,COPIED_DATASET_PATCH_APPLIED,1151226992,0x449E5470,404771952,0x18205470,68,24,斗,十,19,4,12,0,triangle,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
夭,U+592D,126,COPIED_DATASET_PATCH_APPLIED,1347465936,0x5050B2D0,622867152,0x252032D0,80,37,母,大,10,4,1,0,left-right,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
仁,U+4EC1,128,COPIED_DATASET_PATCH_APPLIED,3259337744,0xC2458C10,153193488,0x09218C10,194,9,鬼,亻,8,4,11,3,full-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
什,U+4EC0,129,COPIED_DATASET_PATCH_APPLIED,3242003456,0xC13D0C00,153193472,0x09218C00,193,9,鬲,亻,7,4,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
片,U+7247,130,COPIED_DATASET_PATCH_APPLIED,1452983408,0x569AC470,1528841328,0x5B204470,86,91,火,片,19,4,5,0,top-left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
仆,U+4EC6,131,COPIED_DATASET_PATCH_APPLIED,3345583200,0xC7698C60,153193568,0x09218C60,199,9,麥,亻,13,4,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
化,U+5316,132,COPIED_DATASET_PATCH_APPLIED,319377760,0x13095160,354537824,0x1521D160,19,21,力,匕,1,4,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
仇,U+4EC7,133,COPIED_DATASET_PATCH_APPLIED,3362917488,0xC8720C70,153193584,0x09218C70,200,9,麻,亻,14,4,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
币,U+5E01,134,COPIED_DATASET_PATCH_APPLIED,540082192,0x20310010,840990736,0x32208010,32,50,土,巾,6,4,2,1,left-mid-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
仍,U+4ECD,135,COPIED_DATASET_PATCH_APPLIED,3466923216,0xCEA50CD0,153193680,0x09218CD0,206,9,鼎,亻,20,4,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
仅,U+4EC5,136,COPIED_DATASET_PATCH_APPLIED,3328248912,0xC6610C50,153193552,0x09218C50,198,9,鹿,亻,12,4,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
斤,U+65A4,137,COPIED_DATASET_PATCH_APPLIED,1027865152,0x3D43FA40,1159756352,0x45207A40,61,69,心,斤,8,4,7,0,bottom-left-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
