char,unicode,standard_rank,status,current_cnbe,current_cnbe_hex,proposed_cnbe,proposed_cnbe_hex,current_radix,proposed_radix,current_radix_name,proposed_radix_name,current_strokes,proposed_strokes,current_struct_type,proposed_struct_type,current_struct_name,proposed_struct_name,index_preserved,human_decision_id,target_dataset,source_table_write_status,database_rebuild_status
馏,U+998F,2985,COPIED_DATASET_PATCH_APPLIED,1425946864,0x54FE38F0,3093936368,0xB869B8F0,84,184,气,饣,31,13,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
酱,U+9171,2986,COPIED_DATASET_PATCH_APPLIED,2465249040,0x92F0B710,2758326032,0xA468B710,146,164,西,酉,30,13,1,1,left-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
禀,U+7980,2987,COPIED_DATASET_PATCH_APPLIED,155465728,0x09443800,1902688256,0x7168B800,9,113,人,示,8,13,8,1,top-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
痹,U+75F9,2988,COPIED_DATASET_PATCH_APPLIED,2954985360,0xB0217F90,1751842704,0x686AFF90,176,104,面,疒,4,13,2,5,left-mid-right,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
廓,U+5ED3,2989,COPIED_DATASET_PATCH_APPLIED,485625136,0x1CF20D30,896175408,0x356A8D30,28,53,厶,广,30,13,4,5,up-mid-down,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
痴,U+75F4,2990,COPIED_DATASET_PATCH_APPLIED,2884992832,0xABF57F40,1751842624,0x686AFF40,171,104,隶,疒,30,13,10,5,left-wrap,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
痰,U+75F0,2991,COPIED_DATASET_PATCH_APPLIED,2815655680,0xA7D37F00,1751842560,0x686AFF00,167,104,金,疒,26,13,6,5,top-right-wrap,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
廉,U+5EC9,2992,COPIED_DATASET_PATCH_APPLIED,312708240,0x12A38C90,896175248,0x356A8C90,18,53,刀,广,20,13,7,5,bottom-left-wrap,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
靖,U+9756,2993,COPIED_DATASET_PATCH_APPLIED,2644579680,0x9DA11560,2926155104,0xAE699560,157,174,足,青,20,13,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
新,U+65B0,2994,COPIED_DATASET_PATCH_APPLIED,1235450624,0x49A37B00,1164573440,0x4569FB00,73,69,曰,斤,20,13,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
韵,U+97F5,2995,COPIED_DATASET_PATCH_APPLIED,1724030800,0x66C29F50,3026820944,0xB4699F50,102,180,田,音,24,13,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
意,U+610F,2996,COPIED_DATASET_PATCH_APPLIED,2892640496,0xAC6A30F0,1030271216,0x3D68B0F0,172,61,隹,心,13,13,4,1,up-mid-down,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
誊,U+8A8A,2997,COPIED_DATASET_PATCH_APPLIED,1542539424,0x5BF148A0,2506672288,0x9568C8A0,91,149,片,言,30,13,2,1,left-mid-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
粮,U+7CAE,2998,COPIED_DATASET_PATCH_APPLIED,3045190368,0xB581EAE0,2003430112,0x7769EAE0,181,119,頁,米,16,13,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
数,U+6570,2999,COPIED_DATASET_PATCH_APPLIED,160691968,0x0993F700,1114240768,0x4269F700,9,66,人,攵,18,13,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煎,U+714E,3000,COPIED_DATASET_PATCH_APPLIED,865187040,0x3391B4E0,1449702624,0x5668B4E0,51,86,干,灬,18,13,3,1,up-down,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
塑,U+5851,3001,COPIED_DATASET_PATCH_APPLIED,1245259024,0x4A392510,543728912,0x2068A510,74,32,月,土,7,13,2,1,left-mid-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
慈,U+6148,3002,COPIED_DATASET_PATCH_APPLIED,256160896,0x0F44B480,1030272128,0x3D68B480,15,61,冫,心,8,13,9,1,bottom-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煤,U+7164,3003,COPIED_DATASET_PATCH_APPLIED,1229862464,0x494E3640,1449768512,0x5669B640,73,86,曰,火,9,13,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煌,U+714C,3004,COPIED_DATASET_PATCH_APPLIED,830518464,0x3180B4C0,1449768128,0x5669B4C0,49,86,己,火,16,13,1,3,left-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
满,U+6EE1,3005,COPIED_DATASET_PATCH_APPLIED,1217072656,0x488B0E10,1432981008,0x55698E10,72,85,日,氵,17,13,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
漠,U+6F20,3006,COPIED_DATASET_PATCH_APPLIED,2274497024,0x87921200,1432982016,0x55699200,135,85,舌,氵,18,13,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滇,U+6EC7,3007,COPIED_DATASET_PATCH_APPLIED,783486064,0x2EB30C70,1432980592,0x55698C70,46,85,山,氵,22,13,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
源,U+6E90,3008,COPIED_DATASET_PATCH_APPLIED,3454634240,0xCDE98900,1432979712,0x55698900,205,85,黽,氵,29,13,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滤,U+6EE4,3009,COPIED_DATASET_PATCH_APPLIED,1269075520,0x4BA48E40,1432981056,0x55698E40,75,85,木,氵,20,13,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滥,U+6EE5,3010,COPIED_DATASET_PATCH_APPLIED,1286409808,0x4CAD0E50,1432981072,0x55698E50,76,85,欠,氵,21,13,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滔,U+6ED4,3011,COPIED_DATASET_PATCH_APPLIED,992152896,0x3B230D40,1432980800,0x55698D40,59,85,彡,氵,4,13,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溪,U+6EAA,3012,COPIED_DATASET_PATCH_APPLIED,297896608,0x11C18AA0,1432980128,0x55698AA0,17,85,凵,氵,24,13,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溜,U+6E9C,3013,COPIED_DATASET_PATCH_APPLIED,55642560,0x035109C0,1432979904,0x556989C0,3,85,丶,氵,10,13,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
漓,U+6F13,3014,COPIED_DATASET_PATCH_APPLIED,2049577264,0x7A2A1130,1432981808,0x55699130,122,85,网,氵,5,13,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滚,U+6EDA,3015,COPIED_DATASET_PATCH_APPLIED,1096158624,0x41560DA0,1432980896,0x55698DA0,65,85,支,氵,10,13,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溢,U+6EA2,3016,COPIED_DATASET_PATCH_APPLIED,159648288,0x09840A20,1432980000,0x55698A20,9,85,人,氵,16,13,8,3,top-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溯,U+6EAF,3017,COPIED_DATASET_PATCH_APPLIED,384568048,0x16EC0AF0,1432980208,0x55698AF0,22,85,匚,氵,29,13,8,3,top-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滨,U+6EE8,3018,COPIED_DATASET_PATCH_APPLIED,1337986688,0x4FC00E80,1432981120,0x55698E80,79,85,殳,氵,24,13,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溶,U+6EB6,3019,COPIED_DATASET_PATCH_APPLIED,489229152,0x1D290B60,1432980320,0x55698B60,29,85,又,氵,5,13,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溺,U+6EBA,3020,COPIED_DATASET_PATCH_APPLIED,558566304,0x214B0BA0,1432980384,0x55698BA0,33,85,士,氵,9,13,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
粱,U+7CB1,3021,COPIED_DATASET_PATCH_APPLIED,3097193232,0xB89B6B10,2003364624,0x7768EB10,184,119,食,米,19,13,6,1,top-right-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滩,U+6EE9,3022,COPIED_DATASET_PATCH_APPLIED,1355320976,0x50C88E90,1432981136,0x55698E90,80,85,母,氵,25,13,1,3,left-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
慎,U+614E,3023,COPIED_DATASET_PATCH_APPLIED,359740640,0x157134E0,1030337760,0x3D69B4E0,21,61,匕,忄,14,13,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
誉,U+8A89,3024,COPIED_DATASET_PATCH_APPLIED,1525205136,0x5AE8C890,2506672272,0x9568C890,90,149,爿,言,29,13,1,1,left-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
塞,U+585E,3025,COPIED_DATASET_PATCH_APPLIED,1470178784,0x57A125E0,543729120,0x2068A5E0,87,32,爪,土,20,13,2,1,left-mid-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
寞,U+5BDE,3026,COPIED_DATASET_PATCH_APPLIED,2139676128,0x7F88DDE0,677961184,0x2868DDE0,127,40,耒,宀,17,13,1,1,left-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
窥,U+7AA5,3027,COPIED_DATASET_PATCH_APPLIED,1488013904,0x58B14A50,1953024592,0x7468CA50,88,116,父,穴,22,13,2,1,left-mid-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
窟,U+7A9F,3028,COPIED_DATASET_PATCH_APPLIED,1384434160,0x5284C9F0,1953024496,0x7468C9F0,82,116,毛,穴,16,13,9,1,bottom-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
寝,U+5BDD,3029,COPIED_DATASET_PATCH_APPLIED,2122341840,0x7E805DD0,677961168,0x2868DDD0,126,40,而,宀,16,13,0,1,single,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
谨,U+8C28,3030,COPIED_DATASET_PATCH_APPLIED,1297113728,0x4D506280,2506744448,0x9569E280,77,149,止,讠,10,13,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
褂,U+8902,3031,COPIED_DATASET_PATCH_APPLIED,2135961632,0x7F503020,2439622688,0x9169B020,127,145,耒,衤,10,13,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
裸,U+88F8,3032,COPIED_DATASET_PATCH_APPLIED,1979297664,0x75F9AF80,2439622528,0x9169AF80,117,145,立,衤,31,13,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
福,U+798F,3033,COPIED_DATASET_PATCH_APPLIED,415054064,0x18BD38F0,1902754032,0x7169B8F0,24,113,十,礻,23,13,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
谬,U+8C2C,3034,COPIED_DATASET_PATCH_APPLIED,1366450880,0x517262C0,2506744512,0x9569E2C0,81,149,比,讠,14,13,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
群,U+7FA4,3035,COPIED_DATASET_PATCH_APPLIED,1408473664,0x53F39A40,2070518336,0x7B699A40,83,123,氏,羊,30,13,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
殿,U+6BBF,3036,COPIED_DATASET_PATCH_APPLIED,2125290480,0x7EAD5BF0,1332337648,0x4F69DBF0,126,79,而,殳,21,13,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
辟,U+8F9F,3037,COPIED_DATASET_PATCH_APPLIED,1827248624,0x6CE999F0,2691275248,0xA06999F0,108,160,皿,辛,29,13,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
媳,U+5AB3,3039,COPIED_DATASET_PATCH_APPLIED,719375152,0x2AE0CB30,644467504,0x2669CB30,42,38,小,女,28,13,1,3,left-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嫉,U+5AC9,3040,COPIED_DATASET_PATCH_APPLIED,1084050576,0x409D4C90,644467856,0x2669CC90,64,38,手,女,19,13,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嫌,U+5ACC,3041,COPIED_DATASET_PATCH_APPLIED,1135627456,0x43B04CC0,644467904,0x2669CCC0,67,38,文,女,22,13,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嫁,U+5AC1,3042,COPIED_DATASET_PATCH_APPLIED,945376272,0x38594C10,644467728,0x2669CC10,56,38,弋,女,11,13,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
叠,U+53E0,3043,COPIED_DATASET_PATCH_APPLIED,126672384,0x078CDE00,493411840,0x1D68DE00,7,29,二,又,17,13,9,1,bottom-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
缚,U+7F1A,3044,COPIED_DATASET_PATCH_APPLIED,2676363680,0x9F8611A0,2020184480,0x786991A0,159,120,車,纟,16,13,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
缝,U+7F1D,3045,COPIED_DATASET_PATCH_APPLIED,2727940560,0xA29911D0,2020184528,0x786991D0,162,120,辵,纟,19,13,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
缠,U+7F20,3046,COPIED_DATASET_PATCH_APPLIED,2779943424,0xA5B29200,2020184576,0x78699200,165,120,釆,纟,22,13,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
缤,U+7F24,3047,COPIED_DATASET_PATCH_APPLIED,2849280576,0xA9D49240,2020184640,0x78699240,169,120,門,纟,26,13,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
剿,U+527F,3048,COPIED_DATASET_PATCH_APPLIED,1378600944,0x522BC7F0,308922352,0x1269C7F0,82,18,毛,刂,5,13,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
静,U+9759,3049,COPIED_DATASET_PATCH_APPLIED,2696582544,0xA0BA9590,2926679440,0xAE719590,160,174,辛,青,23,14,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
碧,U+78A7,3050,COPIED_DATASET_PATCH_APPLIED,105261680,0x06462A70,1886431856,0x7070AA70,6,112,亅,石,8,14,12,1,triangle,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
璃,U+7483,3051,COPIED_DATASET_PATCH_APPLIED,269674544,0x1012E830,1601300528,0x5F71E830,16,95,几,王,2,14,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
赘,U+8D58,3052,COPIED_DATASET_PATCH_APPLIED,2804086144,0xA722F580,2591094144,0x9A70F580,167,154,金,贝,4,14,5,1,top-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
熬,U+71AC,3053,COPIED_DATASET_PATCH_APPLIED,2442869440,0x919B3AC0,1450228416,0x5670BAC0,145,86,衣,灬,19,14,6,1,top-right-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
