sample_id,unicode,char,cnbe_hex,radical,strokes,struct_type,struct_name,idx,ext,unicode_block,source_sequence,selection_reasons,reviewer_a_radical,reviewer_a_strokes,reviewer_a_structure,reviewer_a_notes,reviewer_b_radical,reviewer_b_strokes,reviewer_b_structure,reviewer_b_notes,adjudication
S0423,U+30C58,𰱘,0x8C6096F0,140,12,1,左右结构,367,0,CJK Unified Ideographs Extension G,91715,high_group_index,,,,,,,,,
S0424,U+30C59,𰱙,0x8C609700,140,12,1,左右结构,368,0,CJK Unified Ideographs Extension G,91716,high_group_index,,,,,,,,,
S0425,U+30C5A,𰱚,0x8C609710,140,12,1,左右结构,369,0,CJK Unified Ideographs Extension G,91717,high_group_index,,,,,,,,,
S0426,U+30C5B,𰱛,0x8C609720,140,12,1,左右结构,370,0,CJK Unified Ideographs Extension G,91718,high_group_index,,,,,,,,,
S0427,U+30C5C,𰱜,0x8C609730,140,12,1,左右结构,371,0,CJK Unified Ideographs Extension G,91719,high_group_index,,,,,,,,,
S0428,U+30D1F,𰴟,0x94308000,148,6,1,左右结构,0,0,CJK Unified Ideographs Extension G,91914,seeded_fill,,,,,,,,,
S0429,U+30E45,𰹅,0x9E808130,158,16,1,左右结构,19,0,CJK Unified Ideographs Extension G,92208,seeded_fill,,,,,,,,,
S0430,U+30FA5,𰾥,0xA7708CD0,167,14,1,左右结构,205,0,CJK Unified Ideographs Extension G,92560,unicode_block:CJK Unified Ideographs Extension G,,,,,,,,,
S0431,U+30FD9,𰿙,0xA95C0270,169,11,8,上三包围,39,0,CJK Unified Ideographs Extension G,92612,structure:8,,,,,,,,,
S0432,U+3100D,𱀍,0xAA488410,170,9,1,左右结构,65,0,CJK Unified Ideographs Extension G,92664,seeded_fill,,,,,,,,,
S0433,U+3106C,𱁬,0xADF880B0,173,31,1,左右结构,11,0,CJK Unified Ideographs Extension G,92759,stroke_clamp_31,,,,,,,,,
S0434,U+31112,𱄒,0xBB708400,187,14,1,左右结构,64,0,CJK Unified Ideographs Extension G,92925,unicode_block:CJK Unified Ideographs Extension G,,,,,,,,,
S0435,U+31362,𱍢,0x016800F0,1,13,0,独体结构,15,0,CJK Unified Ideographs Extension H,93512,structure:0,,,,,,,,,
S0436,U+313BD,𱎽,0x09588C10,9,11,1,左右结构,193,0,CJK Unified Ideographs Extension H,93603,unicode_block:CJK Unified Ideographs Extension H,,,,,,,,,
S0437,U+313FB,𱏻,0x0D3400A0,13,6,8,上三包围,10,0,CJK Unified Ideographs Extension H,93665,structure:8,,,,,,,,,
S0438,U+314D5,𱓕,0x1E5996B0,30,11,3,上下结构,363,0,CJK Unified Ideographs Extension H,93883,high_group_index,,,,,,,,,
S0439,U+31539,𱔹,0x1E818DF0,30,16,3,上下结构,223,0,CJK Unified Ideographs Extension H,93983,structure:3,,,,,,,,,
S0440,U+3154F,𱕏,0x1E8989C0,30,17,3,上下结构,156,0,CJK Unified Ideographs Extension H,94005,structure:3,,,,,,,,,
S0441,U+31578,𱕸,0x1F3D02D0,31,7,10,全包围,45,0,CJK Unified Ideographs Extension H,94046,structure:10,,,,,,,,,
S0442,U+315EE,𱗮,0x207189D0,32,14,3,上下结构,157,0,CJK Unified Ideographs Extension H,94164,unicode_block:CJK Unified Ideographs Extension H,,,,,,,,,
S0443,U+316D3,𱛓,0x2E418720,46,8,3,上下结构,114,0,CJK Unified Ideographs Extension H,94393,structure:3,,,,,,,,,
S0444,U+31772,𱝲,0x3C588450,60,11,1,左右结构,69,0,CJK Unified Ideographs Extension H,94552,unicode_block:CJK Unified Ideographs Extension H,,,,,,,,,
S0445,U+318E7,𱣧,0x4B609450,75,12,1,左右结构,325,0,CJK Unified Ideographs Extension H,94925,seeded_fill,,,,,,,,,
S0446,U+318EF,𱣯,0x4B6094D0,75,12,1,左右结构,333,0,CJK Unified Ideographs Extension H,94933,seeded_fill,,,,,,,,,
S0447,U+31922,𱤢,0x4B888B60,75,17,1,左右结构,182,0,CJK Unified Ideographs Extension H,94984,unicode_block:CJK Unified Ideographs Extension H,,,,,,,,,
S0448,U+319D4,𱧔,0x556096C0,85,12,1,左右结构,364,0,CJK Unified Ideographs Extension H,95162,high_group_index,,,,,,,,,
S0449,U+319D5,𱧕,0x556096D0,85,12,1,左右结构,365,0,CJK Unified Ideographs Extension H,95163,high_group_index,,,,,,,,,
S0450,U+319D6,𱧖,0x556096E0,85,12,1,左右结构,366,0,CJK Unified Ideographs Extension H,95164,high_group_index,,,,,,,,,
S0451,U+319D7,𱧗,0x556096F0,85,12,1,左右结构,367,0,CJK Unified Ideographs Extension H,95165,high_group_index,,,,,,,,,
S0452,U+319D8,𱧘,0x55609700,85,12,1,左右结构,368,0,CJK Unified Ideographs Extension H,95166,high_group_index,,,,,,,,,
S0453,U+319DA,𱧚,0x55609710,85,12,1,左右结构,369,0,CJK Unified Ideographs Extension H,95168,high_group_index,,,,,,,,,
S0454,U+319DB,𱧛,0x55609720,85,12,1,左右结构,370,0,CJK Unified Ideographs Extension H,95169,high_group_index,,,,,,,,,
S0455,U+319DC,𱧜,0x55609730,85,12,1,左右结构,371,0,CJK Unified Ideographs Extension H,95170,high_group_index,,,,,,,,,
S0456,U+319DD,𱧝,0x55609740,85,12,1,左右结构,372,0,CJK Unified Ideographs Extension H,95171,high_group_index,,,,,,,,,
S0457,U+319DE,𱧞,0x55609750,85,12,1,左右结构,373,0,CJK Unified Ideographs Extension H,95172,high_group_index,,,,,,,,,
S0458,U+319DF,𱧟,0x55609760,85,12,1,左右结构,374,0,CJK Unified Ideographs Extension H,95173,high_group_index,,,,,,,,,
S0459,U+319E0,𱧠,0x55609770,85,12,1,左右结构,375,0,CJK Unified Ideographs Extension H,95174,high_group_index,,,,,,,,,
S0460,U+319E1,𱧡,0x55609780,85,12,1,左右结构,376,0,CJK Unified Ideographs Extension H,95175,high_group_index,,,,,,,,,
S0461,U+319E2,𱧢,0x55609790,85,12,1,左右结构,377,0,CJK Unified Ideographs Extension H,95176,high_group_index,,,,,,,,,
S0462,U+319E3,𱧣,0x556097A0,85,12,1,左右结构,378,0,CJK Unified Ideographs Extension H,95177,high_group_index,,,,,,,,,
S0463,U+319E4,𱧤,0x556097B0,85,12,1,左右结构,379,0,CJK Unified Ideographs Extension H,95178,high_group_index,,,,,,,,,
S0464,U+319E5,𱧥,0x556097C0,85,12,1,左右结构,380,0,CJK Unified Ideographs Extension H,95179,high_group_index,,,,,,,,,
S0465,U+319E6,𱧦,0x556097D0,85,12,1,左右结构,381,0,CJK Unified Ideographs Extension H,95180,high_group_index,,,,,,,,,
S0466,U+319E7,𱧧,0x556097E0,85,12,1,左右结构,382,0,CJK Unified Ideographs Extension H,95181,high_group_index,,,,,,,,,
S0467,U+319E8,𱧨,0x556097F0,85,12,1,左右结构,383,0,CJK Unified Ideographs Extension H,95182,high_group_index,,,,,,,,,
S0468,U+319E9,𱧩,0x55609800,85,12,1,左右结构,384,0,CJK Unified Ideographs Extension H,95183,high_group_index,,,,,,,,,
S0469,U+319EA,𱧪,0x55609810,85,12,1,左右结构,385,0,CJK Unified Ideographs Extension H,95184,high_group_index,,,,,,,,,
S0470,U+319EB,𱧫,0x55609820,85,12,1,左右结构,386,0,CJK Unified Ideographs Extension H,95185,high_group_index,,,,,,,,,
S0471,U+319EC,𱧬,0x55609830,85,12,1,左右结构,387,0,CJK Unified Ideographs Extension H,95186,high_group_index,,,,,,,,,
S0472,U+319ED,𱧭,0x55609840,85,12,1,左右结构,388,0,CJK Unified Ideographs Extension H,95187,high_group_index,,,,,,,,,
S0473,U+31B33,𱬳,0x56F88030,86,31,1,左右结构,3,0,CJK Unified Ideographs Extension H,95513,stroke_clamp_31,,,,,,,,,
S0474,U+31B63,𱭣,0x5C418030,92,8,3,上下结构,3,0,CJK Unified Ideographs Extension H,95561,structure:3,,,,,,,,,
S0475,U+31B9B,𱮛,0x5E7084B0,94,14,1,左右结构,75,0,CJK Unified Ideographs Extension H,95617,structure:1,,,,,,,,,
S0476,U+31F20,𱼠,0x82908340,130,18,1,左右结构,52,0,CJK Unified Ideographs Extension H,96518,structure:1,,,,,,,,,
S0477,U+31F5E,𱽞,0x8C609740,140,12,1,左右结构,372,0,CJK Unified Ideographs Extension H,96580,high_group_index,,,,,,,,,
S0478,U+31F6D,𱽭,0x8C609750,140,12,1,左右结构,373,0,CJK Unified Ideographs Extension H,96595,high_group_index,,,,,,,,,
S0479,U+31F6E,𱽮,0x8C609760,140,12,1,左右结构,374,0,CJK Unified Ideographs Extension H,96596,high_group_index,,,,,,,,,
S0480,U+31F6F,𱽯,0x8C609770,140,12,1,左右结构,375,0,CJK Unified Ideographs Extension H,96597,high_group_index,,,,,,,,,
S0481,U+31F70,𱽰,0x8C609780,140,12,1,左右结构,376,0,CJK Unified Ideographs Extension H,96598,high_group_index,,,,,,,,,
S0482,U+31F71,𱽱,0x8C609790,140,12,1,左右结构,377,0,CJK Unified Ideographs Extension H,96599,high_group_index,,,,,,,,,
S0483,U+31F72,𱽲,0x8C6097A0,140,12,1,左右结构,378,0,CJK Unified Ideographs Extension H,96600,high_group_index,,,,,,,,,
S0484,U+31F77,𱽷,0x8C6097B0,140,12,1,左右结构,379,0,CJK Unified Ideographs Extension H,96605,high_group_index,,,,,,,,,
S0485,U+31F79,𱽹,0x8C6896C0,140,13,1,左右结构,364,0,CJK Unified Ideographs Extension H,96607,high_group_index,,,,,,,,,
S0486,U+31F7A,𱽺,0x8C6896D0,140,13,1,左右结构,365,0,CJK Unified Ideographs Extension H,96608,high_group_index,,,,,,,,,
S0487,U+31F7B,𱽻,0x8C6097C0,140,12,1,左右结构,380,0,CJK Unified Ideographs Extension H,96609,high_group_index;unicode_block:CJK Unified Ideographs Extension H,,,,,,,,,
S0488,U+31F7C,𱽼,0x8C6896E0,140,13,1,左右结构,366,0,CJK Unified Ideographs Extension H,96610,high_group_index,,,,,,,,,
S0489,U+31F7D,𱽽,0x8C6896F0,140,13,1,左右结构,367,0,CJK Unified Ideographs Extension H,96611,high_group_index,,,,,,,,,
S0490,U+31F7E,𱽾,0x8C689700,140,13,1,左右结构,368,0,CJK Unified Ideographs Extension H,96612,high_group_index,,,,,,,,,
S0491,U+31F7F,𱽿,0x8C689710,140,13,1,左右结构,369,0,CJK Unified Ideographs Extension H,96613,high_group_index,,,,,,,,,
S0492,U+31F84,𱾄,0x8C689720,140,13,1,左右结构,370,0,CJK Unified Ideographs Extension H,96618,high_group_index,,,,,,,,,
S0493,U+31FA9,𱾩,0x8C888FE0,140,17,1,左右结构,254,0,CJK Unified Ideographs Extension H,96655,structure:1,,,,,,,,,
S0494,U+32053,𲁓,0x93408060,147,8,1,左右结构,6,0,CJK Unified Ideographs Extension H,96825,structure:1,,,,,,,,,
S0495,U+32161,𲅡,0xA2638850,162,12,7,左下包围,133,0,CJK Unified Ideographs Extension H,97095,structure:7,,,,,,,,,
S0496,U+32175,𲅵,0xA2838470,162,16,7,左下包围,71,0,CJK Unified Ideographs Extension H,97115,seeded_fill,,,,,,,,,
S0497,U+321B6,𲆶,0xA4888320,164,17,1,左右结构,50,0,CJK Unified Ideographs Extension H,97180,unicode_block:CJK Unified Ideographs Extension H,,,,,,,,,
S0498,U+3223C,𲈼,0xA94C01C0,169,9,8,上三包围,28,0,CJK Unified Ideographs Extension H,97314,structure:8,,,,,,,,,
S0499,U+3238E,𲎎,0xC6D88010,198,27,1,左右结构,1,0,CJK Unified Ideographs Extension H,97652,unicode_block:CJK Unified Ideographs Extension H,,,,,,,,,
S0500,U+32397,𲎗,0xCBF88040,203,31,1,左右结构,4,0,CJK Unified Ideographs Extension H,97661,stroke_clamp_31,,,,,,,,,
